Science,Basic 7,Energy and Its Forms,What is the process of a solid turning directly into a gas without passing through the liquid state?,multiple_choice,b,Sublimation is a direct phase change from solid to gas.,medium,10,60,Melting,Sublimation,Evaporation,Condensation,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,A thermometer measures?,multiple_choice,c,A thermometer is a device used to measure temperature.,easy,5,30,Heat,Energy,Temperature,Pressure,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which material is commonly used to insulate a house to prevent heat loss?,multiple_choice,d,Fiberglass is a common insulation material, trapping air to reduce heat transfer.,medium,10,45,Aluminum,Steel,Glass,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the phase change from liquid to solid called?,multiple_choice,b,Freezing is the process of a liquid turning into a solid.,easy,5,30,Melting,Freezing,Boiling,Condensation,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,When water boils, what is the state of matter of the steam produced?,multiple_choice,d,Steam is water in its gaseous state.,easy,5,30,Liquid,Solid,Plasma,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,How does a refrigerator keep food cold?,multiple_choice,a,A refrigerator transfers heat from inside the compartment to the outside.,hard,15,90,By transferring heat from inside to outside,By creating cold,By converting heat into light,By absorbing moisture,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which state of matter has particles that are far apart and move randomly?,multiple_choice,c,Gases have particles that are widely separated and move freely.,easy,5,30,Solid,Liquid,Gas,Plasma,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the process where a gas turns into a liquid?,multiple_choice,a,Condensation is the process of a gas turning into a liquid.,easy,5,30,Condensation,Evaporation,Melting,Sublimation,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What happens to the density of most substances when they are heated?,multiple_choice,b,As most substances expand when heated, their density (mass/volume) decreases.,medium,10,60,It increases,It decreases,It stays the same,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which temperature scale has 0° as the freezing point of water and 100° as the boiling point?,multiple_choice,a,The Celsius scale defines these points.,easy,5,30,Celsius,Fahrenheit,Kelvin,Rankine,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of the following is a source of light?,multiple_choice,c,A firefly produces its own light (bioluminescence).,easy,5,30,Mirror,Moon,Firefly,Shadow,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the bending of light as it passes from one medium to another (e.g., air to water)?,multiple_choice,a,Refraction is the bending of light as it changes speed when entering a new medium.,medium,10,45,Refraction,Reflection,Diffraction,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Sound waves travel fastest through which type of medium?,multiple_choice,b,Sound travels fastest through solids because particles are closest and vibrations transfer quickly.,medium,10,45,Gases,Solids,Liquids,Vacuum,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the term for the bouncing back of light from a surface?,multiple_choice,a,Reflection is the bouncing back of light.,easy,5,30,Reflection,Refraction,Diffraction,Absorption,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of these objects is opaque?,multiple_choice,d,An opaque object does not allow light to pass through.,easy,5,30,Clear glass,Water,Air,Wooden block,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the unit used to measure the loudness or intensity of sound?,multiple_choice,c,Decibels (dB) measure sound intensity.,easy,5,30,Hertz,Meter,Decibel,Joule,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which primary colors of light, when mixed, produce white light?,multiple_choice,b,Red, Green, and Blue (RGB) are the additive primary colors of light.,medium,10,60,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What causes an echo?,multiple_choice,a,An echo is caused by the reflection of sound waves off a surface.,medium,10,45,Reflection of sound,Refraction of sound,Absorption of sound,Diffraction of sound,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Through which medium can light not travel?,multiple_choice,c,Light, being an electromagnetic wave, does not require a medium and can travel through a vacuum. However, if the question implies a medium that actively blocks light, then an opaque medium would fit.,hard,15,60,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,The pitch of a sound is determined by its?,multiple_choice,b,Pitch depends on the frequency of the sound wave.,medium,10,45,Amplitude,Frequency,Speed,Wavelength,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What part of the eye controls the amount of light entering the eye?,multiple_choice,a,The iris controls the size of the pupil, thus regulating light entry.,medium,10,60,Iris,Retina,Lens,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Why do objects appear to have color?,multiple_choice,d,Objects reflect certain colors of light and absorb others. The reflected color is what we see.,hard,15,75,They emit their own light,They absorb all colors of light,They refract all colors of light,They reflect certain wavelengths of light,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which property of sound waves determines its loudness?,multiple_choice,a,Loudness is determined by the amplitude of the sound wave.,medium,10,45,Amplitude,Frequency,Wavelength,Speed,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of the following is a non-luminous object?,multiple_choice,c,The moon reflects light from the sun, it does not produce its own light.,easy,5,30,Sun,Light bulb,Moon,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Sound cannot travel through a vacuum because it requires a?,multiple_choice,b,Sound waves are mechanical waves and require a medium to propagate.,easy,5,30,Energy source,Medium,Light source,Heat source,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the spectrum of colors that make up white light when dispersed by a prism?,multiple_choice,c,ROY G BIV (Red, Orange, Yellow, Green, Blue, Indigo, Violet).,medium,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which term describes the number of sound wave vibrations per second?,multiple_choice,a,Frequency is measured in Hertz (Hz) and represents the number of cycles per second.,easy,5,30,Frequency,Amplitude,Wavelength,Speed,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What type of lens is used to correct short-sightedness (myopia)?,multiple_choice,b,A concave lens diverges light before it enters the eye, correcting myopia.,hard,15,75,Convex lens,Concave lens,Cylindrical lens,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which phenomenon explains why you see lightning before you hear thunder?,multiple_choice,a,Light travels much faster than sound.,medium,10,60,Light travels faster than sound,Sound travels faster than light,Light is reflected,Sound is refracted,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,When light passes through a prism, it separates into its component colors. This phenomenon is called?,multiple_choice,b,Dispersion is the separation of white light into its constituent colors.,medium,10,60,Reflection,Dispersion,Refraction,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the visible range of wavelengths for human eyes?,multiple_choice,c,The visible spectrum for humans is roughly 400 nm to 700 nm.,hard,15,90,100-200 nm,200-300 nm,400-700 nm,800-1000 nm,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which part of the ear collects sound waves from the environment?,multiple_choice,a,The outer ear (pinna or auricle) collects sound waves.,easy,5,30,Outer ear (pinna),Middle ear,Inner ear,Eardrum,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is a transparent object?,multiple_choice,b,A transparent object allows light to pass through clearly.,easy,5,30,An object that blocks all light,An object that allows light to pass through clearly,An object that scatters light,An object that emits light,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of these is a luminous object?,multiple_choice,a,A burning candle produces its own light.,easy,5,30,Burning candle,Chair,Book,Rock,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Sound travels as waves. What kind of waves are sound waves?,multiple_choice,d,Sound waves are mechanical waves, specifically longitudinal waves, requiring a medium.,medium,10,60,Transverse waves,Electromagnetic waves,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which type of energy is possessed by a rock at the edge of a cliff?,multiple_choice,d,Its position above the ground gives it gravitational potential energy.,easy,5,30,Kinetic,Chemical,Sound,Gravitational potential,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the main energy conversion in a hydroelectric power plant?,multiple_choice,c,Gravitational potential energy of water is converted to kinetic, then to electrical energy.,medium,10,75,Heat to electrical,Chemical to electrical,Potential to kinetic to electrical,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Energy stored in food is an example of which type of energy?,multiple_choice,b,Food contains chemical energy that our bodies convert for use.,easy,5,30,Kinetic energy,Chemical energy,Thermal energy,Light energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the process of converting light energy into electrical energy using photovoltaic cells?,multiple_choice,a,This is how solar panels work.,medium,10,45,Photovoltaic effect,Photosynthesis,Electrolysis,Thermodynamics,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,A burning candle converts chemical energy into?,multiple_choice,d,Burning involves chemical reactions that release heat and light.,easy,5,30,Electrical energy,Sound energy,Mechanical energy,Light and heat energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which form of energy is transmitted as waves and can travel through a vacuum?,multiple_choice,a,Electromagnetic waves (like light) can travel through a vacuum.,easy,5,30,Light energy,Sound energy,Mechanical energy,Thermal energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which energy transformation occurs when an electric fan is switched on?,multiple_choice,b,Electrical energy is converted to mechanical energy (for rotation) and some heat and sound.,medium,10,60,Chemical to mechanical,Electrical to mechanical,Light to electrical,Thermal to mechanical,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What type of energy is released during nuclear fission or fusion?,multiple_choice,c,Nuclear reactions release nuclear energy.,easy,5,30,Chemical energy,Electrical energy,Nuclear energy,Thermal energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of these is NOT a fossil fuel?,multiple_choice,d,Geothermal energy comes from the Earth's internal heat.,medium,10,45,Coal,Natural gas,Petroleum,Geothermal energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,A compressed spring held in place has what type of energy?,multiple_choice,a,It possesses stored elastic potential energy.,easy,5,30,Elastic potential energy,Kinetic energy,Gravitational potential energy,Sound energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,When a battery powers a remote control car, the energy conversion is primarily from?,multiple_choice,c,Battery: Chemical -> Electrical. Car: Electrical -> Kinetic/Mechanical.,hard,15,90,Kinetic to electrical,Thermal to sound,Chemical to electrical to kinetic,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,The energy of motion of an object is known as?,multiple_choice,b,Kinetic energy is related to an object's motion.,easy,5,30,Potential energy,Kinetic energy,Thermal energy,Sound energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which of the following is a direct use of solar energy for heating water?,multiple_choice,d,Solar water heaters directly convert sunlight into heat for water.,medium,10,60,Solar panels,Wind turbines,Hydroelectric dams,Solar water heaters,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What energy transformation occurs when you rub your hands together to warm them?,multiple_choice,a,Mechanical energy of rubbing is converted into thermal energy (heat).,medium,10,45,Mechanical to thermal,Chemical to thermal,Light to thermal,Electrical to thermal,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,The energy from the Earth's internal heat is called?,multiple_choice,c,Geothermal energy harnesses heat from within the Earth.,easy,5,30,Solar energy,Wind energy,Geothermal energy,Tidal energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What type of energy is associated with a stretched bow before an arrow is released?,multiple_choice,b,A stretched bow stores elastic potential energy.,medium,10,45,Kinetic,Elastic potential,Gravitational potential,Chemical,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,When coal is burnt in a power station, what is the sequence of energy transformations that takes place to produce electricity?,multiple_choice,a,Chemical energy (coal) → Heat energy (steam) → Mechanical energy (turbine) → Electrical energy (generator).,hard,15,90,Chemical → Heat → Mechanical → Electrical,Heat → Chemical → Mechanical → Electrical,Mechanical → Heat → Chemical → Electrical,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,Which form of energy is primarily responsible for the sensation of warmth?,multiple_choice,c,Heat (thermal energy) causes the sensation of warmth.,easy,5,30,Light,Sound,Heat,Electrical,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What is the relationship between work and energy?,multiple_choice,b,Work is the transfer of energy.,medium,10,45,Work creates energy,Work consumes energy,Work is the transfer of energy,Work is a type of energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,A roller coaster at the top of a hill has maximum?,multiple_choice,d,At the highest point, it has maximum gravitational potential energy.,easy,5,30,Kinetic energy,Sound energy,Heat energy,,,,,,,,,,,,,,,,,,
Science,Basic 7,Energy and Its Forms,What energy transformation occurs when food is digested in the human body?,multiple_choice,b,The body breaks down food chemically to release chemical energy, which is then used for various body functions (mechanical, thermal, etc.).,medium,10,60,Mechanical to chemical,,,,,,,,,,,,,,,,,,
